Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
107;29102;"Health and Place";journal;"13538292";1,387;Q1;101;196;387;11418;1670;383;3,90;58,26;Netherlands;Western Europe;"Elsevier Ltd.";"1995-2020";"Geography, Planning and Development (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Public Health, Environmental and Occupational Health (Q1); Sociology and Political Science (Q1)"
108;12104;"British Journal of Sociology of Education";journal;"14653346, 01425692";1,370;Q1;70;74;234;3760;601;226;2,32;50,81;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2020";"Education (Q1); Sociology and Political Science (Q1)"
109;5700181569;"Journal of Gambling Studies";journal;"10505350, 15733602";1,356;Q1;75;131;246;4268;846;246;3,50;32,58;United States;Northern America;"Springer International Publishing AG";"1990-2020";"Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)"
110;28082;"South European Society and Politics";journal;"13608746, 17439612";1,350;Q1;35;21;90;1402;343;85;3,34;66,76;United Kingdom;Western Europe;"Routledge";"1996-2020";"Sociology and Political Science (Q1)"
111;16192;"Media, Culture and Society";journal;"01634437, 14603675";1,349;Q1;64;103;255;4982;662;240;2,89;48,37;United Kingdom;Western Europe;"SAGE Publications Ltd";"1979-2020";"Communication (Q1); Sociology and Political Science (Q1)"
112;14230;"Cultural Diversity and Ethnic Minority Psychology";journal;"10999809, 19390106";1,343;Q1;74;102;177;2659;496;169;2,72;26,07;United States;Northern America;"American Psychological Association Inc.";"1999-2020";"Social Psychology (Q1); Sociology and Political Science (Q1)"
113;21100840031;"Critical Military Studies";journal;"23337486, 23337494";1,336;Q1;11;57;73;2705;126;55;2,21;47,46;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2020";"History (Q1); Law (Q1); Management Science and Operations Research (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
114;22890;"Political Studies";journal;"00323217, 14679248";1,332;Q1;78;92;177;5352;451;168;2,73;58,17;United States;Northern America;"SAGE Publications Ltd";"1953-2020";"Sociology and Political Science (Q1)"
115;25987;"Social Networks";journal;"03788733";1,318;Q1;91;52;182;3524;596;178;2,98;67,77;Netherlands;Western Europe;"Elsevier BV";"1978-2020";"Anthropology (Q1); Psychology (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
116;28011;"Security Studies";journal;"15561852, 09636412";1,316;Q1;45;33;75;1119;158;75;2,06;33,91;United Kingdom;Western Europe;"Routledge";"1991-2020";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
117;20537;"Journal of Behavioral Decision Making";journal;"08943257, 10990771";1,315;Q1;73;50;188;2955;443;187;1,85;59,10;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1988-2020";"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Decision Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1)"
118;22087;"Theoretical Criminology";journal;"14617439, 13624806";1,315;Q1;69;56;100;4153;273;76;3,76;74,16;United Kingdom;Western Europe;"SAGE Publications Ltd";"1997-2020";"Law (Q1); Pathology and Forensic Medicine (Q1); Sociology and Political Science (Q1)"
119;4000152126;"Research in the Sociology of Organizations";book series;"0733558X";1,307;Q1;34;110;178;6786;249;141;1,84;61,69;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2007, 2009-2011, 2013-2019";"Organizational Behavior and Human Resource Management (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
120;16051;"American Review of Public Administration";journal;"15523357, 02750740";1,304;Q1;52;64;146;4732;479;145;2,97;73,94;United States;Northern America;"SAGE Publications Inc.";"1967-1983, 1987-2020";"Marketing (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
121;21100869398;"Work, Aging and Retirement";journal;"20544650";1,303;Q1;20;19;87;1761;326;85;2,90;92,68;United States;Northern America;"Oxford University Press";"2015-2019";"Economics, Econometrics and Finance (miscellaneous) (Q1); Geriatrics and Gerontology (Q1); Industrial Relations (Q1); Life-span and Life-course Studies (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)"
122;22222;"Parliamentary Affairs";journal;"14602482, 00312290";1,299;Q1;40;51;146;2284;252;139;1,71;44,78;United Kingdom;Western Europe;"Oxford University Press";"1947-2019";"Law (Q1); Sociology and Political Science (Q1)"
123;18405;"Educational Technology and Society";journal;"11763647, 14364522";1,287;Q1;81;18;289;757;1070;279;3,53;42,06;Taiwan;Asiatic Region;"National Taiwan Normal University";"1998-2019";"Education (Q1); E-learning (Q1); Engineering (miscellaneous) (Q1); Sociology and Political Science (Q1)"
124;4100151507;"Research in Social Stratification and Mobility";book series;"02765624";1,256;Q1;34;39;116;2376;267;112;1,53;60,92;United States;Northern America;"JAI Press";"2004-2020";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
125;13448;"Comparative Politics";journal;"00104159, 21516227";1,244;Q1;63;24;88;1530;169;86;1,62;63,75;United States;Northern America;"City University of New York";"1978, 1987-1989, 1996-2019";"Sociology and Political Science (Q1)"
126;17449;"Science Communication";journal;"15528545, 10755470";1,240;Q1;53;36;115;1883;327;99;3,29;52,31;United States;Northern America;"SAGE Publications Inc.";"1979-2020";"Sociology and Political Science (Q1)"
127;21100886530;"Area Development and Policy";journal;"23792957";1,235;Q1;10;34;66;1607;156;61;1,51;47,26;United Kingdom;Western Europe;"Routledge";"2016-2020";"Geography, Planning and Development (Q1); Nature and Landscape Conservation (Q1); Public Administration (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)"
128;5700161512;"Journal of Consumer Culture";journal;"14695405, 17412900";1,211;Q1;52;56;154;3292;351;120;3,01;58,79;United Kingdom;Western Europe;"SAGE Publications Ltd";"2001-2020";"Arts and Humanities (miscellaneous) (Q1); Business and International Management (Q1); Economics and Econometrics (Q1); Marketing (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
129;5900153310;"Mobilities";journal;"17450101, 1745011X";1,211;Q1;47;64;165;4225;469;163;2,21;66,02;United Kingdom;Western Europe;"Routledge";"2006-2020";"Demography (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1)"
130;19634;"Crime and Justice";book series;"21530416, 01923234";1,204;Q1;39;12;34;1290;70;30;2,95;107,50;United States;Northern America;"University of Chicago";"2004-2013, 2015-2020";"Sociology and Political Science (Q1)"
131;110031;"Resources Policy";journal;"03014207";1,204;Q1;64;261;416;14549;1946;393;4,54;55,74;United Kingdom;Western Europe;"Elsevier Ltd.";"1974-2020";"Economics and Econometrics (Q1); Law (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)"
132;5700168564;"Policy and Society";journal;"14494035";1,194;Q1;31;39;93;2517;319;88;3,50;64,54;United Kingdom;Western Europe;"Elsevier Ltd.";"2002-2003, 2008-2020";"Political Science and International Relations (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
133;29643;"Urban Affairs Review";journal;"10780874";1,189;Q1;68;113;119;7714;325;108;2,59;68,27;United States;Northern America;"SAGE Publications Inc.";"1965-2020";"Sociology and Political Science (Q1); Urban Studies (Q1)"
134;300147001;"European Journal of Social Theory";journal;"13684310";1,188;Q1;56;45;93;2576;214;81;2,77;57,24;United Kingdom;Western Europe;"SAGE Publications Ltd";"1998-2020";"Sociology and Political Science (Q1)"
135;14000156253;"Regulation and Governance";journal;"17485983, 17485991";1,186;Q1;39;79;105;6219;314;81;4,00;78,72;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2008-2020";"Law (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
136;26441;"Social Science Research";journal;"10960317, 0049089X";1,180;Q1;82;131;368;9377;937;364;2,32;71,58;United States;Northern America;"Academic Press Inc.";"1972-2020";"Education (Q1); Sociology and Political Science (Q1)"
137;17409;"Poetics";journal;"0304422X";1,172;Q1;59;65;110;4258;237;105;1,86;65,51;Netherlands;Western Europe;"Elsevier";"1971-2020";"Communication (Q1); Cultural Studies (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q1)"
138;17591;"Law and Society Review";journal;"00239216, 15405893";1,150;Q1;70;43;110;3457;201;85;1,76;80,40;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1977-1979, 1983, 1985, 1987, 1996-2020";"Law (Q1); Sociology and Political Science (Q1)"
139;21100197766;"Chinese Sociological Review";journal;"21620555, 21620563";1,147;Q1;17;25;49;1216;113;46;2,39;48,64;United States;Northern America;"M.E. Sharpe Inc.";"2011-2020";"Anthropology (Q1); Demography (Q1); Gender Studies (Q1); Sociology and Political Science (Q1)"
140;22915;"Journal of Economic Psychology";journal;"01674870";1,142;Q1;90;107;206;5395;546;202;2,11;50,42;Netherlands;Western Europe;"Elsevier";"1981-2020";"Applied Psychology (Q1); Economics and Econometrics (Q1); Sociology and Political Science (Q1)"
141;22223;"Forest Policy and Economics";journal;"13899341";1,127;Q1;64;192;502;12163;1572;468;3,51;63,35;Netherlands;Western Europe;"Elsevier";"2000-2020";"Economics and Econometrics (Q1); Forestry (Q1); Management, Monitoring, Policy and Law (Q1); Sociology and Political Science (Q1)"
142;29849;"Journal of Accounting and Public Policy";journal;"02784254";1,125;Q1;70;27;86;1715;309;84;3,16;63,52;Netherlands;Western Europe;"Elsevier Inc.";"1982-2020";"Accounting (Q1); Sociology and Political Science (Q1)"
143;20318;"Journal of Modern African Studies";journal;"14697777, 0022278X";1,118;Q1;52;20;74;1052;107;72;1,15;52,60;United Kingdom;Western Europe;"Cambridge University Press";"1963-2020";"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)"
144;19700188900;"Social Psychology";journal;"18649335, 21512590";1,117;Q1;33;42;97;2231;182;92;2,23;53,12;Germany;Western Europe;"Hogrefe Publishing GmbH &amp; Co. KG";"2008-2020";"Arts and Humanities (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)"
145;25675;"Journal of Early Adolescence";journal;"15525449, 02724316";1,108;Q1;66;75;140;4585;351;137;2,34;61,13;United States;Northern America;"SAGE Publications Inc.";"1981-2020";"Developmental and Educational Psychology (Q1); Life-span and Life-course Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
146;5700166179;"Politics & Gender";journal;"1743923X, 17439248";1,107;Q1;38;71;129;4269;215;125;1,46;60,13;United Kingdom;Western Europe;"Cambridge University Press";"2005-2020";"Gender Studies (Q1); Sociology and Political Science (Q1)"
147;30086;"Journal of Social and Personal Relationships";journal;"02654075";1,099;Q1;79;195;173;10909;471;169;2,80;55,94;United Kingdom;Western Europe;"SAGE Publications Ltd";"1984-2020";"Communication (Q1); Social Psychology (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)"
148;27944;"Review of International Studies";journal;"14699044, 02602105";1,095;Q1;68;51;122;5755;244;115;1,94;112,84;United Kingdom;Western Europe;"Cambridge University Press";"1976, 1981-2020";"Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
149;5700166815;"Sexuality Research and Social Policy";journal;"15536610, 18689884";1,091;Q1;32;89;122;5115;383;118;3,20;57,47;United States;Northern America;"Springer New York";"2005, 2009-2020";"Gender Studies (Q1); Health (social science) (Q1); Sociology and Political Science (Q1)"
150;18084;"Sociological Forum";journal;"15737861, 08848971";1,089;Q1;57;58;173;3657;315;156;1,80;63,05;United States;Northern America;"Wiley-Blackwell";"1986-2020";"Sociology and Political Science (Q1)"
151;5600153974;"Policing and Society";journal;"10439463";1,086;Q1;38;113;196;7161;416;167;2,71;63,37;United Kingdom;Western Europe;"Routledge";"1990-2003, 2005-2020";"Law (Q1); Sociology and Political Science (Q1)"
152;13344;"Social Psychology of Education";journal;"15731928, 13812890";1,084;Q1;42;65;149;4432;384;149;2,04;68,18;Netherlands;Western Europe;"Springer Netherlands";"1996-2020";"Social Psychology (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)"
153;13854;"Housing Studies";journal;"14661810, 02673037";1,067;Q1;69;142;162;9872;519;157;3,25;69,52;United Kingdom;Western Europe;"Routledge";"1986-2020";"Environmental Science (miscellaneous) (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)"
154;29189;"Journal of Aging and Health";journal;"15526887, 08982643";1,062;Q1;71;173;232;8620;611;220;2,36;49,83;United States;Northern America;"SAGE Publications Inc.";"1989-2020";"Community and Home Care (Q1); Gerontology (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Sociology and Political Science (Q1); Geriatrics and Gerontology (Q2)"
155;100147328;"Child and Family Social Work";journal;"13652206, 13567500";1,057;Q1;52;121;327;4950;646;327;1,85;40,91;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2002-2003, 2005-2020";"Health (social science) (Q1); Social Work (Q1); Sociology and Political Science (Q1)"
156;17508;"Social Development";journal;"14679507, 0961205X";1,055;Q1;87;93;174;5529;391;174;2,02;59,45;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992-2020";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)"
157;4000151818;"Mobilization";journal;"1086671X";1,046;Q1;38;25;74;1849;143;74;1,82;73,96;United States;Northern America;"San Diego State University";"2005-2019";"Sociology and Political Science (Q1); Transportation (Q1)"
158;70397;"Evaluation";journal;"13563890, 14617153";1,041;Q1;47;36;93;1441;196;79;1,85;40,03;United Kingdom;Western Europe;"SAGE Publications Ltd";"1995-2020";"Development (Q1); Sociology and Political Science (Q1)"
159;21599;"Studies in American Political Development";journal;"14698692, 0898588X";1,038;Q1;23;16;35;2191;34;34;0,71;136,94;United Kingdom;Western Europe;"Cambridge University Press";"1986-1987, 1989-2020";"History (Q1); Sociology and Political Science (Q1)"
160;15300154806;"Dementia";journal;"17412684, 14713012";1,035;Q1;47;251;348;10422;860;237;2,91;41,52;United Kingdom;Western Europe;"SAGE Publications Ltd";"2002-2020";"History (Q1); Medicine (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
161;26124;"Ethnic and Racial Studies";journal;"01419870, 14664356";1,034;Q1;87;220;539;9665;980;509;1,88;43,93;United Kingdom;Western Europe;"Routledge";"1978-2020";"Anthropology (Q1); Cultural Studies (Q1); Sociology and Political Science (Q1)"
162;23144;"Language in Society";journal;"14698013, 00474045";1,027;Q1;61;34;88;2416;198;81;2,65;71,06;United Kingdom;Western Europe;"Cambridge University Press";"1972-2020";"Language and Linguistics (Q1); Linguistics and Language (Q1); Sociology and Political Science (Q1)"
163;16032;"Administration and Society";journal;"00953997, 15523039";1,011;Q1;57;77;178;4817;399;158;2,42;62,56;United States;Northern America;"SAGE Publications Inc.";"1969-2020";"Marketing (Q1); Public Administration (Q1); Sociology and Political Science (Q1)"
